custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
4847-VKPXFM-M5N,5,2,0,25,3,March,12,2,1,0,3,2,0,37,3.61091791264422,2,8.5,.48433,-.724988786416104,2.66067,.97857797077649,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,1,2,6,2,1,1,0,17.1,1,0,0,8,4,20,1,0,1,0,0,0,0,1,0,0,9,6,1,0,1,3,3,1,0,7,3,1,2,1,0,7,3,8,290.15,5,214.96,1,1,44,1,14.1,2.64617479738412,581.85,6.36621268255409,1,26.75,3.28653447334202,1201.4,7.09124282241606,0,0, ,0, ,1,4.5,1.50407739677627,200,5.29831736654804,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,13,1,1,1,0,0,1,1,0,1,0,0,0
0632-IFQCSU-JPR,4,2,1,53,5,March,13,2,2,0,4,2,0,21,3.04452243772342,1,5.9,.153636,-1.87316911073009,1.085364,.0819154146012596,0,3,0,-1,-1,1,8,0,1,0,1,0,0,6,0,2,25,4,4,1,1,7.7,1,0,0,1,1,33,1,0,1,0,0,0,0,0,0,0,9,6,0,0,0,4,2,4,1,12,4,5,1,3,0,9,3,15,364.4,6,144.15,0,2,32,0,7.55,2.02154756326093,264.35,5.57727398268146,1,47.75,3.86597906692674,1542.2,7.34096524739886,0,0, ,0, ,1,30.75,3.42588999425253,930,6.8351845861473,1,35.45,3.56812325297814,1142.85,7.04128042158713,1,1,1,1,1,1,1,1,0,1,23,1,1,1,1,1,1,0,0,1,1,0,0
4060-BYFVHS-PQ9,3,2,1,62,5,June,14,2,1,0,13,4,0,72,4.27666611901606,3,1.9,.127224,-2.06180596662852,1.240776,.215736990333358,0,5,0,-1,-1,2,2,1,0,0,0,0,0,1,0,2,21,4,0,-1,-1,-1,-1,-1,1,5,3,29,0,0,0,1,1,1,0,0,0,0,9,2,1,0,1,2,2,4,1,16,5,4,4,2,0,15,4,17,237.77,3,59.16,0,1,35,0,5.9,1.77495235091167,196.25,5.27938935666252,0,0, ,0, ,1,25.35,3.23277873003719,907.2,6.81036293297349,0,0, ,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,28,1,1,1,0,0,1,1,0,1,0,0,0
7647-LDWLYP-AKG,5,3,1,35,4,July,10,1,5,0,9,3,0,34,3.52636052461616,2,16.3,.670582,-.399609286944609,4.871418,1.58338506514383,1,5,0,-1,-1,1,5,0,0,0,0,0,0,5,1,4,13,3,3,1,1,16.3,1,1,0,4,3,14,1,0,0,1,1,0,0,1,0,0,1,4,1,0,0,3,2,4,0,6,3,2,2,1,0,10,3,16,382.54,3,99.59,0,3,27,0,5.65,1.73165554515835,154.35,5.03922275094817,1,42,3.73766961828337,1155.8,7.05254802388368,0,0, ,0, ,1,19,2.94443897916644,485,6.18414889093748,1,19.9,2.99071973173045,538.55,6.28888034279678,0,0,0,0,1,1,1,1,0,1,18,0,1,1,0,0,0,0,0,0,0,0,1
1559-EGEHZG-18M,1,3,1,26,3,May,12,2,3,0,4,2,0,30,3.40119738166216,2,4.1,.20787,-1.57084239467474,1.02213,.0218886852576373,0,1,1,12,2,4,4,1,1,0,0,2,0,0,0,2,4,2,1,0,1,18.4,1,0,0,8,4,21,1,0,0,1,0,0,0,1,0,0,9,5,0,0,1,2,2,1,0,8,3,3,3,2,0,9,3,12,241.77,4,100.45,0,3,34,1,11.05,2.40243042796376,396.4,5.98242380245583,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,1,0,0,0,0,0,0,0,0,1,24,1,1,1,0,1,1,1,0,0,1,0,0
2011-ADNHGF-QI5,3,5,1,60,5,October,19,4,1,0,13,4,0,142,4.95582705760126,5,15.6,15.107664,2.71520216472999,7.044336,1.9522238896667,1,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,17,4,2,1,1,60.4,3,1,0,1,1,25,1,0,0,0,0,0,1,1,0,0,1,3,0,0,0,1,4,3,1,13,4,3,1,2,0,6,3,12,531.32,5,176.69,1,2,28,1,7.7,2.04122032885964,228.8,5.43284825950564,0,0, ,0, ,1,26.6,3.28091121578765,697.8,6.54793252875267,0,0, ,0, ,0,0, ,0, ,1,0,0,4,0,0,0,0,1,1,15,1,1,1,0,1,1,1,0,1,0,0,0
5909-FZVEKT-T79,5,4,0,68,6,October,12,2,6,0,26,5,0,89,4.48863636973214,4,5.5,1.6643,.509404614610544,3.2307,1.17269883202081,0,1,1,10,1,2,3,0,3,0,0,0,0,0,1,1,35,5,2,1,1,58.9,3,0,1,4,3,26,1,0,0,1,1,0,0,0,0,1,9,6,1,0,0,3,2,1,1,40,5,2,4,1,0,28,5,9,253.6,3,95.41,0,2,72,0,72.2,4.27944004589878,5143.65,8.54551822316714,1,58.75,4.07329115302427,4156.05,8.33232038294559,0,0, ,0, ,1,36.5,3.59731226058845,2635,7.87663846097546,1,49.6,3.90399083373088,3466.85,8.1510016796784,1,1,1,3,1,1,1,1,1,1,20,1,1,1,1,1,1,0,1,1,0,0,0
2008-JHNFFV-L7M,3,4,1,23,2,November,13,2,2,0,1,1,0,18,2.89037175789616,1,4.5,.20007,-1.60908797366981,.60993,-.494411082497896,0,1,1,15,3,4,0,0,0,0,0,0,0,0,1,1,4,2,2,0,0,7.8,1,0,1,1,1,32,1,0,1,1,0,0,0,1,0,0,1,2,1,0,1,3,4,2,0,5,2,2,4,2,0,5,2,12,198.5,2,55.79,1,1,33,0,13.35,2.59151638484626,457.45,6.12566758912554,1,28.75,3.35863776724336,909.6,6.81300494243633,0,0, ,0, ,1,13,2.56494935746154,455,6.12029741895095,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,16,1,1,1,0,0,0,0,0,0,1,0,0
6746-BBGJAG-EV5,2,2,1,53,5,April,8,1,6,1,23,5,0,91,4.51085950651685,4,6.7,3.371641,1.21539956946588,2.725359,1.00260016255711,0,5,0,-1,-1,2,7,0,1,0,0,0,0,6,1,1,21,4,0,-1,-1,-1,-1,-1,0,5,3,17,0,0,0,0,1,0,0,0,0,1,9,6,1,0,1,4,3,3,0,16,5,2,2,2,1,11,4,9,190.28,2,41.75,0,2,32,0,17.85,2.88200350822565,592.9,6.38502575071332,1,13.5,2.60268968544438,428.45,6.06017404511513,0,0, ,0, ,1,20.75,3.03254624667671,670,6.50727771238501,0,0, ,0, ,0,0,0,0,0,1,0,0,0,1,28,1,1,1,0,0,0,0,0,1,0,0,0
4738-ZVLUNW-IV8,5,4,1,44,4,July,9,1,2,1,2,2,0,43,3.76120011569356,2,20.8,2.99624,1.09735816925567,5.94776,1.78301467808646,0,4,1,12,2,5,0,0,0,0,0,0,0,0,0,2,10,3,2,0,0,18.3,1,1,0,1,1,28,1,0,0,0,0,0,0,1,0,0,1,5,0,0,0,1,3,3,0,10,3,2,2,2,0,14,4,11,554.92,5,261.28,0,3,35,0,6.75,1.90954250488444,219,5.3890717298165,0,0, ,0, ,0,0, ,0, ,1,16.25,2.78809290877575,670,6.50727771238501,0,0, ,0, ,0,0,0,3,0,0,0,0,0,1,18,1,1,1,0,1,0,1,0,0,0,0,0
7463-ZDKBCV-UC8,1,2,1,63,5,March,15,3,1,0,17,5,0,66,4.18965474202643,3,4.7,.859254,-.151690708040451,2.242746,.807701007930975,0,4,1,13,2,5,0,0,0,0,0,0,0,0,0,2,14,3,5,1,0,31.8,2,0,1,1,1,26,1,0,0,0,0,0,0,0,0,0,9,5,0,0,0,4,4,3,0,25,5,1,3,2,0,23,5,15,762.12,2,82,1,2,47,0,14.6,2.68102152871429,644.1,6.46785399355285,0,0, ,0, ,0,0, ,0, ,1,32,3.46573590279973,1600,7.37775890822787,0,0, ,0, ,0,0,0,0,1,0,1,1,0,1,22,1,1,1,0,0,0,0,0,1,0,1,1
7176-OXDQYN-SHQ,3,2,0,68,6,November,17,4,1,0,13,4,1,67,4.20469261939097,3,9.7,1.936702,.660986526435479,4.562298,1.51782644395589,0,5,1,13,2,2,5,1,2,2,0,0,0,0,1,1,28,5,2,1,0,42.3,3,0,1,1,1,28,1,0,0,0,0,0,1,0,0,0,9,4,1,0,1,4,4,3,1,33,5,1,1,1,0,25,5,14,571.49,7,266.6,1,1,65,0,30.5,3.41772668361337,1989.35,7.59556323119648,0,0, ,0, ,1,31.65,3.45473814859019,2108.6,7.65377949914285,1,22.5,3.11351530921037,1425,7.26192709270275,0,0, ,0, ,1,0,0,2,0,0,0,0,0,1,24,1,1,1,0,1,1,1,0,0,0,0,0
2106-DWCTQG-Q2B,2,3,0,32,3,April,14,2,2,0,3,2,0,34,3.52636052461616,2,.1,.011594,-4.4572675560646,.022406,-3.79842649884561,0,3,0,-1,-1,1,1,0,1,0,0,0,0,0,1,1,6,2,1,1,0,14.5,1,0,1,8,4,33,0,0,0,0,1,0,0,1,0,0,9,2,0,1,1,4,4,3,1,14,4,3,1,1,0,14,4,10,184.87,4,57.53,1,1,47,0,15.45,2.73760900334375,777.7,6.6563408457009,1,13.25,2.58399755243223,616.7,6.42438268199745,1,31.75,3.4578927253387,1487.95,7.30515461267794,1,7.25,1.98100146886658,335,5.81413053182507,1,30.55,3.4193646856176,1310.15,7.17789691345693,1,0,0,3,0,1,0,0,1,1,23,1,1,1,0,1,1,1,0,1,0,0,0
0318-JLIHPT-JFQ,2,1,1,22,2,January,17,4,3,0,0,1,0,17,2.83321334405622,1,6.7,.067201,-2.70006715061137,1.071799,.0693385450682876,1,3,0,-1,-1,1,2,2,0,0,0,0,0,0,1,3,0,1,4,1,0,6.5,1,0,0,1,1,21,1,0,0,0,0,0,1,0,0,0,9,3,0,0,1,5,1,4,0,1,1,2,2,2,0,1,1,9,416.36,6,225,0,1,1,1,1.5,.405465108108164,1.5,.405465108108164,1,15.25,2.72457950305342,15.25,2.72457950305342,1,37.25,3.61765194482557,37.25,3.61765194482557,1,12.5,2.52572864430826,12.5,2.52572864430826,1,20.25,3.00815479355255,20.25,3.00815479355255,0,1,1,0,1,1,1,1,0,1,21,0,0,0,1,0,0,1,0,0,0,0,1
3131-SIHGNI-5OP,1,1,0,44,4,October,14,2,4,0,17,5,0,41,3.71357206670431,2,14.4,2.09592,.73999259779145,3.80808,1.33712512511181,0,5,0,-1,-1,4,1,0,0,0,1,0,0,0,1,1,14,3,1,1,0,23.7,2,1,0,4,3,19,0,0,0,1,0,0,0,0,0,0,9,7,1,1,1,3,2,3,0,17,5,2,4,1,0,14,4,11,251.4,0,0,0,3,37,0,5.9,1.77495235091167,179.1,5.18794430906667,1,31,3.43398720448515,1157.6,7.05410417531727,0,0, ,0, ,1,9.5,2.2512917986065,370,5.91350300563827,0,0, ,0, ,0,1,0,0,1,1,1,1,0,1,21,1,1,1,0,0,0,0,0,0,1,0,0
2970-BNPXSY-HNF,1,3,0,67,6,December,8,1,3,0,14,4,1,11,2.39789527279837,1,6.9,.444774,-.810188990991631,.314226,-1.15764280674333,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,2,40,5,4,0,1,5.1,1,1,0,1,1,25,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,3,2,0,22,5,3,2,3,0,11,4,9,147.81,3,63.39,0,2,52,0,14.5,2.67414864942653,728.65,6.59119350697971,1,35,3.55534806148941,1760.55,7.47338153921424,0,0, ,0, ,1,6,1.79175946922806,325,5.78382518232974,0,0, ,0, ,0,0,0,0,1,1,0,1,0,1,23,0,0,0,0,0,0,0,0,1,0,0,0
3199-ZRRZLB-D7W,4,2,1,42,4,May,18,4,1,0,3,2,0,33,3.49650756146648,2,19.9,1.536678,.4296229435844,5.030322,1.61548399796729,0,4,1,17,4,7,7,0,0,0,0,0,0,7,1,3,4,2,1,1,1,20.7,2,1,0,4,3,29,1,0,0,1,0,0,0,0,0,0,9,4,0,0,1,3,2,1,0,15,4,1,3,3,1,16,5,15,554.77,7,229.76,0,2,44,0,10,2.30258509299405,452.25,6.1142351242754,0,0, ,0, ,0,0, ,0, ,1,8,2.07944154167984,355,5.87211778947542,0,0, ,0, ,0,0,0,1,0,0,0,0,0,1,16,1,1,1,0,1,1,1,0,1,0,1,0
8619-SWTYFF-86M,1,1,0,76,6,July,12,2,5,0,29,5,1,29,3.36729582998647,2,9,.72036,-.328004191930385,1.88964,.636386334738181,0,3,1,17,4,2,2,2,0,0,0,0,0,0,1,3,28,5,2,1,0,12.1,1,1,0,1,1,20,1,0,1,1,0,0,0,0,0,0,9,6,1,1,0,2,3,1,0,34,5,3,4,2,0,26,5,10,407.58,5,205.7,0,2,64,0,12.25,2.50552593699074,842,6.73578001424233,0,0, ,0, ,0,0, ,0, ,1,13.25,2.58399755243223,895,6.79682371827486,0,0, ,0, ,1,0,0,1,0,0,0,0,0,1,23,1,1,1,0,1,0,0,0,1,0,0,0
8797-MPBXJK-MID,2,1,1,29,3,March,11,1,1,0,6,3,0,52,3.95124371858143,3,5,.4394,-.822345119031627,2.1606,.770385960900748,0,2,1,12,2,4,0,0,0,0,0,0,0,0,1,3,10,3,0,-1,-1,-1,-1,-1,0,8,4,13,0,0,0,0,0,0,0,1,0,1,9,5,0,0,0,3,1,3,0,8,3,4,1,4,0,5,2,11,239.03,3,58.82,0,2,24,1,4.55,1.51512723296286,118.45,4.77449093060479,1,13.25,2.58399755243223,321,5.77144112313002,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,22,1,1,1,0,0,0,0,0,0,0,1,0
7341-DQCJNA-50P,1,1,0,58,5,July,17,4,1,0,14,4,0,226,5.42053499927229,5,9.1,2.961504,1.08569724740086,17.604496,2.8681543239666,0,2,1,15,3,2,0,0,0,0,0,0,0,0,1,1,22,4,4,1,0,94.1,3,0,0,1,1,28,1,0,0,0,0,0,0,0,0,0,9,2,1,0,1,1,3,3,0,28,5,4,3,3,1,25,5,10,982.8,4,348.13,0,3,63,1,36.3,3.59181774127081,2160.55,7.67811809789522,0,0, ,0, ,1,41.35,3.7220724214697,2447.95,7.80300621858703,1,13.75,2.62103882411258,835,6.72743172485086,1,38.7,3.65583960003574,2386.25,7.77747837503996,1,1,0,4,0,1,0,0,1,1,15,1,1,1,0,1,1,1,0,1,0,0,0
7857-TIOMCH-S6E,3,2,0,29,3,July,18,4,1,0,1,1,0,34,3.52636052461616,2,20.9,2.387616,.870295378579902,4.718384,1.55146636809313,1,3,0,-1,-1,1,1,1,0,0,0,0,0,0,1,2,9,3,2,1,0,16.8,1,0,0,1,1,26,1,0,0,0,0,0,0,1,0,0,2,5,0,0,0,2,2,2,0,9,3,5,2,4,1,10,3,10,445.25,8,321.85,1,1,23,0,8.95,2.19165353228676,195.6,5.27607175760072,1,30.75,3.42588999425253,763.75,6.63824051048581,1,42,3.73766961828337,899.05,6.80133865027765,1,17.75,2.87638551592142,395,5.97888576490112,1,47.35,3.85756681963209,1026.95,6.93434852325166,1,1,1,1,1,1,1,1,0,1,14,1,1,1,0,1,0,1,1,1,0,0,0
9664-VTHIZT-N1D,4,4,0,37,4,September,21,5,1,0,3,2,0,53,3.97029191355212,3,24.1,3.946857,1.37291956597625,8.826143,2.17771811284617,0,1,1,20,5,3,2,0,2,0,0,0,0,0,1,1,14,3,2,1,1,18,1,0,1,1,1,25,1,0,0,0,0,0,0,1,0,1,9,4,0,0,1,2,2,2,0,3,2,4,2,4,1,3,2,9,248.86,7,181.46,1,1,16,1,3.45,1.23837423104327,41.6,3.72810016726722,0,0, ,0, ,0,0, ,0, ,1,34,3.52636052461616,550,6.30991827822652,0,0, ,0, ,0,0,0,3,0,1,1,0,0,1,22,1,1,1,1,1,0,1,0,0,0,0,0
3379-HLYXDK-LN7,5,1,0,52,5,June,16,3,3,0,13,4,0,60,4.0943445622221,3,4.1,.47232,-.750098557010084,1.98768,.68696812948323,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,25,4,1,1,1,33.4,2,0,1,4,3,22,0,0,0,1,1,0,0,1,0,0,2,3,0,1,1,4,1,1,0,23,5,2,3,1,0,11,4,11,430.8,7,252.41,0,2,46,1,13.15,2.57642175862377,672.85,6.51152242218755,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,1,0,0,0,0,1,1,13,1,1,1,0,1,0,1,0,0,0,0,0
2263-XPASJM-9VI,1,1,1,30,3,June,19,4,1,0,2,2,0,39,3.66356164612965,2,23.5,2.58453,.949543673247645,6.58047,1.88410617135776,1,1,0,-1,-1,1,8,2,0,0,0,0,0,6,1,4,9,3,3,1,0,24,2,1,0,1,1,18,1,0,0,0,0,0,0,0,0,0,9,4,1,0,0,1,2,4,0,12,4,4,4,2,0,12,4,9,284.35,7,284.49,0,1,60,0,20.4,3.01553490085017,1277.55,7.1526994602552,1,19,2.94443897916644,1113.5,7.01526348669742,1,54.7,4.00186370942794,3207.25,8.07316915112945,1,6.25,1.83258146374831,325,5.78382518232974,1,42.05,3.73885938641896,2573.55,7.85304154769754,1,1,1,2,0,1,0,0,1,1,22,1,1,1,1,1,1,1,1,1,0,0,0
6940-MABAQO-LG9,5,5,1,26,3,August,15,3,1,0,2,2,0,100,4.60517018598809,4,11.3,4.0228,1.39197817758819,7.2772,1.98474617284051,1,1,1,12,2,3,4,0,0,0,0,0,0,4,0,2,4,2,0,-1,-1,-1,-1,-1,0,4,3,33,0,0,0,1,0,0,0,1,0,0,9,4,0,0,0,4,2,3,0,8,3,2,1,1,0,8,3,13,348.23,0,0,0,3,43,0,10.35,2.33698651971138,418.85,6.03751286059982,1,37.5,3.62434093297637,1550.6,7.34639723178486,1,39.75,3.68260984110034,1729.2,7.45541415279348,1,21,3.04452243772342,835,6.72743172485086,1,38.3,3.6454498961866,1576.1,7.3627087201815,0,1,1,0,1,1,1,0,1,1,19,1,1,1,1,0,1,1,0,0,0,0,0
6751-AMYLWD-LCJ,2,1,1,65,6,October,16,3,6,0,17,5,1,20,2.99573227355399,1,3.6,.06984,-2.66154836745079,.65016,-.430536792537188,0,4,0,-1,-1,1,2,0,0,2,0,0,0,0,1,1,6,2,3,1,1,10.3,1,0,0,1,1,31,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,3,1,3,0,31,5,5,2,3,1,28,5,7,207.37,5,166.96,1,2,69,0,23.7,3.16547504814109,1761.05,7.47366550105168,1,22.25,3.10234200861225,1497.9,7.31181940617467,0,0, ,0, ,1,15,2.70805020110221,1000,6.90775527898214,0,0, ,0, ,1,1,0,3,1,1,0,1,0,1,19,1,1,1,0,1,1,0,1,1,0,0,0
4906-THEIFB-0OI,4,5,1,77,6,August,13,2,2,0,11,4,1,9,2.19722457733622,1,13.1,.561204,-.577670803195483,.617796,-.481596973105861,0,3,1,13,2,2,1,1,0,0,0,0,0,0,1,4,30,5,1,0,1,3.9,1,0,1,3,2,28,0,0,1,0,0,0,0,0,0,0,3,4,0,0,0,3,3,4,0,27,5,4,4,2,0,20,5,11,187.15,5,96.3,1,2,58,0,10.4,2.34180580614733,598.1,6.39375796405051,1,52.75,3.96556377235618,3209.45,8.0738548618799,0,0, ,0, ,1,33.75,3.51898041731854,1915,7.55747290161475,0,0, ,0, ,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7108-MCQSBG-3ZO,2,3,1,69,6,November,10,1,3,1,39,5,0,117,4.76217393479776,4,7.1,1.794312,.584621661558962,6.512688,1.87375227422521,0,2,1,10,1,2,2,0,0,0,0,2,0,0,1,1,31,5,2,1,0,45,3,0,1,8,4,23,0,0,1,1,0,0,0,1,0,0,1,5,0,1,1,2,1,1,0,40,5,5,2,4,1,30,5,10,339.32,6,181.94,1,3,72,0,49.9,3.91002100275747,3698.45,8.21566909194235,0,0, ,0, ,0,0, ,0, ,1,104.5,4.64918707140487,7310,8.89699855274382,0,0, ,0, ,1,0,0,0,0,0,0,0,0,1,19,1,1,1,0,0,0,0,0,1,0,0,0
9984-QRMGJV-LBA,2,3,0,71,6,August,13,2,6,0,22,5,1,24,3.17805383034795,1,10.3,.133488,-2.01374369282242,2.338512,.849514829665186,0,4,1,13,2,2,1,0,1,0,0,0,0,0,1,1,48,5,2,1,0,8.8,1,0,0,1,1,33,1,0,0,0,0,0,0,0,0,0,9,1,1,1,0,4,2,2,1,39,5,1,4,2,0,29,5,8,406.91,6,336.15,0,2,72,0,24.4,3.19458313229916,1721.1,7.45071890027593,0,0, ,0, ,0,0, ,0, ,1,21,3.04452243772342,1425,7.26192709270275,0,0, ,0, ,1,0,0,0,1,0,1,1,0,1,14,1,1,1,0,0,0,0,0,1,0,0,0
3801-VGHGEZ-SSN,4,5,0,24,2,August,9,1,1,0,1,1,0,15,2.70805020110221,1,5,.1815,-1.70649962527723,.5685,-.564753965791546,1,4,1,8,1,9,0,0,0,0,0,0,0,0,1,1,5,2,0,-1,-1,-1,-1,-1,1,2,1,27,0,1,1,0,0,0,0,0,0,1,9,4,1,0,1,3,4,4,0,6,3,2,1,4,0,6,3,17,368.2,4,72.91,0,1,41,0,11.85,2.47232786758114,446.8,6.10211106719505,0,0, ,0, ,0,0, ,0, ,1,17,2.83321334405622,690,6.5366915975913,0,0, ,0, ,0,0,0,0,1,0,0,0,0,1,25,1,1,1,0,0,1,0,0,1,0,0,0
9809-KSYXWI-8FP,4,3,0,50,5,November,11,1,2,0,5,2,0,32,3.46573590279973,2,26.8,1.740928,.554418304388096,6.835072,1.92206700413652,1,5,0,-1,-1,1,11,3,0,0,0,2,0,6,1,1,24,4,1,0,0,14.7,1,0,0,8,4,26,0,0,0,0,0,0,1,1,0,0,9,3,0,1,1,5,1,2,0,15,4,2,1,1,0,9,3,13,271.63,4,115.83,0,2,33,0,13.55,2.60638654732571,412,6.02102334934953,1,29.75,3.39282913199164,960.25,6.86719366722601,0,0, ,0, ,1,10.5,2.35137525716348,330,5.79909265446053,0,0, ,0, ,0,0,0,0,1,1,1,1,0,1,17,1,1,1,0,0,0,0,0,1,0,0,0
6231-NXTZXD-SOE,5,2,1,60,5,July,15,3,2,0,12,4,0,69,4.23410650459726,3,8.2,1.680426,.519047332699938,3.977574,1.3806720857079,1,3,1,12,2,2,1,1,0,0,0,0,0,0,1,1,27,5,2,1,0,33.4,2,0,1,1,1,16,1,0,0,0,0,0,0,1,0,0,2,5,0,1,1,1,3,4,0,36,5,3,1,1,0,26,5,12,373.71,3,165.5,0,2,67,0,19.5,2.9704144655697,1380.95,7.23052694710577,0,0, ,0, ,1,41.9,3.73528582692809,2669.45,7.88962773766556,1,12.5,2.52572864430826,940,6.84587987526405,0,0, ,0, ,1,0,0,4,0,1,1,0,1,1,13,1,1,1,0,1,0,1,0,0,0,0,0
3765-BLZLFW-C51,2,1,1,37,4,May,13,2,1,1,5,2,0,82,4.40671924726425,4,15.7,8.187864,2.10265305798841,4.686136,1.54460836228503,1,3,1,11,1,2,5,0,0,0,0,0,0,5,0,2,7,2,2,1,0,38.1,2,1,0,1,1,31,1,0,0,0,0,0,0,0,0,0,9,4,0,0,0,1,3,4,0,10,3,2,1,4,0,9,3,12,373.27,6,234.62,1,2,33,0,13.15,2.57642175862377,472.45,6.15793192122864,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0, ,0, ,0,0,0,0,0,0,0,0,0,1,16,1,1,1,0,0,0,1,0,1,0,0,0
7180-SGFDZT-VUS,5,1,0,47,4,February,11,1,1,0,10,3,0,32,3.46573590279973,2,1.3,.177216,-1.73038595143364,.238784,-1.43219590138344,0,3,0,-1,-1,1,1,0,1,0,0,0,0,0,0,2,13,3,1,1,1,16.3,1,0,0,4,3,26,0,0,1,1,0,0,0,0,0,0,9,3,0,0,1,5,3,3,0,19,5,2,2,1,0,14,4,3,52.1,2,42.18,1,1,46,0,12.95,2.56109578814555,611.2,6.41542423785231,0,0, ,0, ,0,0, ,0, ,1,18.25,2.9041650800285,820,6.7093043402583,0,0, ,0, ,1,0,0,0,0,0,0,0,0,1,20,1,1,1,0,0,0,0,0,0,0,0,0
9586-EVNZHV-SNG,1,2,0,42,4,August,14,2,2,0,7,3,0,32,3.46573590279973,2,6.6,1.022208,.0219649935785097,1.089792,.0859868523434408,0,4,0,-1,-1,3,4,0,0,0,0,0,0,4,0,2,11,3,0,-1,-1,-1,-1,-1,0,8,4,22,0,0,0,1,0,0,0,1,0,1,9,6,0,0,0,3,4,1,0,24,5,4,4,1,1,16,5,14,170.18,1,12.93,0,1,59,0,15.95,2.76945882923085,919.65,6.82399316287681,1,23.25,3.14630513203337,1345,7.20414929203594,0,0, ,0, ,1,21.5,3.06805293513362,1210,7.09837563859079,1,43.95,3.78305262413119,2585.4,7.85763551384985,1,1,1,0,1,1,1,1,0,1,24,1,1,1,1,1,1,0,1,1,0,0,1
4415-FCSSLR-6DQ,2,1,0,33,3,September,15,3,1,1,5,2,0,48,3.87120101090789,2,9.3,1.040112,.0393283996625735,3.423888,1.23077674746413,1,2,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,12,3,4,1,0,24.6,2,0,1,1,1,30,1,0,0,1,0,0,0,0,0,1,9,6,1,0,0,4,3,1,0,2,2,1,1,2,0,2,2,11,340.73,6,175.75,1,3,5,0,4.95,1.5993875765806,21.2,3.05400118167797,0,0, ,0, ,1,22,3.09104245335832,93,4.53259949315326,0,0, ,0, ,0,0, ,0, ,1,0,0,4,0,0,0,0,1,1,23,0,1,0,0,1,1,1,0,0,0,0,0
2125-VLQTZS-5BO,1,2,0,42,4,December,14,2,6,0,13,4,0,54,3.98898404656427,3,6.1,.19764,-1.62130808500459,3.09636,1.13022722803736,0,5,0,-1,-1,1,10,0,0,0,0,4,0,6,1,1,21,4,2,1,0,29.5,2,0,1,1,1,26,1,1,0,0,0,0,0,0,0,0,9,5,0,0,1,4,2,1,0,24,5,1,4,3,0,24,5,7,255.58,3,110.05,0,2,63,0,18.8,2.9338568698359,1176.75,7.07051168028125,1,35,3.55534806148941,2225.9,7.70791660719656,1,50.95,3.93084475966873,3213.45,8.07510040533134,1,21.5,3.06805293513362,1390,7.23705902612474,0,0, ,0, ,1,1,1,2,1,1,0,1,1,1,24,1,1,1,0,1,1,0,0,1,0,0,0
